UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
Q9H1A4	ANAPC1	1290000	1270000	1270000	1370000	1140000	1340000	1020000	970574	1030000	922253	922493	862766
Q9UM13	ANAPC10	147812	160755	135830	80108.1	145783	138224	177997	156875	190295	99172.6	128293	202390
Q9NYG5	ANAPC11	31796.1	34658.9	34098.7	NA	48469.8	58455.8	32920.7	20883.6	31522.5	25663.9	44069.3	NA
Q96DE5	ANAPC16	353839	259446	291741	335559	373714	353337	501872	604945	550745	464912	493018	347067
Q9UJX6	ANAPC2	353386	464579	451177	466833	392914	387825	240038	230933	254702	235669	238058	284647
Q9UJX5	ANAPC4	975920	949931	961685	1030000	874904	992445	674876	644700	718043	617654	626480	639171
Q9UJX4	ANAPC5	411485	368879	453817	483068	443712	520378	353180	337442	349022	317704	308985	385880
Q9UJX3	ANAPC7	730158	767345	713289	661939	746267	712518	1640000	1650000	1650000	1270000	1300000	1360000
Q5VTE6	ANGEL2	NA	NA	NA	NA	NA	NA	33679.6	47812.3	33387	NA	45873.5	70472.3
Q15389	ANGPT1	155195	149502	207287	170942	134767	189600	NA	15248.9	NA	NA	NA	NA
Q9UKU9	ANGPTL2	164531	192675	119407	100265	163368	175962	NA	NA	NA	NA	NA	NA
P16157	ANK1	NA	632631	NA	NA	NA	NA	2220000	2280000	2220000	2590000	2640000	2670000
Q12955	ANK3	NA	NA	NA	NA	NA	NA	66667.3	81800.9	82183.5	109107	125159	113494
Q9P2R3	ANKFY1	1130000	1150000	996288	1010000	1210000	1140000	585754	648883	573514	791120	823948	733356
Q8IWZ3	ANKHD1	428148	453461	429067	432797	466266	448046	668485	685626	692475	558395	473328	542930
Q86XL3	ANKLE2	233970	187669	243210	213336	255998	251771	176646	204809	213491	142844	133350	160746
Q8IV38	ANKMY2	491869	477421	504925	372215	425445	332780	659406	667253	630998	594830	584444	772086
Q8IZ07	ANKRD13A	400244	492247	496909	517394	551555	542083	271463	335532	339290	347337	346539	438757
Q6P6B7	ANKRD16	NA	NA	NA	NA	NA	NA	173178	174337	197162	165765	132354	166894
O75179	ANKRD17	2040000	2030000	1990000	1820000	1890000	1860000	1710000	1720000	1770000	1180000	1080000	1090000
A2A2Z9	ANKRD18B	NA	35417.9	NA	NA	88393.9	86500.6	38763.5	61336.2	NA	NA	97649.2	NA
Q96NW4	ANKRD27	NA	97149.7	121619	151309	81473.4	84746.8	281506	288385	274802	350764	406719	392623
O15084	ANKRD28	519036	445211	443837	425172	497577	521068	613561	579683	578795	641973	630798	622256
Q8N7Z5	ANKRD31	NA	NA	NA	NA	NA	NA	134744	NA	NA	179741	227504	NA
Q8N8A2	ANKRD44	232538	246130	232161	189645	256472	221295	NA	NA	NA	31428.4	22119.4	NA
Q86W74	ANKRD46	512523	522030	538954	545487	512723	482706	NA	NA	NA	NA	13568.5	NA
Q8WVL7	ANKRD49	13188	NA	NA	15161.8	20899.5	36221.7	76300	59338	62328.5	86610.3	120082	132282
Q8NB46	ANKRD52	190099	180043	197558	198281	198776	193046	248174	275755	282220	123646	138667	106881
Q6NXT1	ANKRD54	NA	NA	335400	644103	NA	NA	396015	443806	365341	517333	532342	345858
Q92625	ANKS1A	252087	215120	221675	237366	261697	191175	438154	443231	368947	421372	391380	475205
Q7Z6G8	ANKS1B	211663	291154	154857	NA	161434	261989	160412	158406	194905	NA	307553	181091
Q9H8Y5	ANKZF1	218257	188603	136070	156696	216268	186529	390019	341059	455872	450382	422224	344813
Q9NQW6	ANLN	430615	353348	490336	258565	299707	441309	316174	344359	372846	129227	139847	137638
Q9NW15	ANO10	NA	NA	NA	NA	NA	NA	413045	363697	372220	440495	510104	503923
Q4KMQ2	ANO6	NA	270812	294853	344657	237006	224802	337962	335841	337068	376433	341189	453504
P39687	ANP32A	NA	NA	NA	NA	NA	NA	5790000	7110000	7090000	7170000	6850000	5510000
Q92688	ANP32B	13700000	14500000	12700000	12600000	13400000	13600000	6960000	8920000	7270000	11500000	10500000	8160000
Q9BTT0	ANP32E	10800000	9890000	9510000	8850000	10400000	10300000	6090000	6680000	5910000	7090000	7930000	7500000
P15144	ANPEP	NA	NA	NA	NA	NA	NA	70836.2	55907.5	NA	139804	170284	240298
P58335	ANTXR2	NA	51493.5	65103.4	187636	NA	NA	337558	338687	354355	366981	311075	272217
P04083	ANXA1	2270000	2150000	2190000	2570000	2720000	2170000	31500000	33800000	30700000	39900000	43900000	40200000
P50995	ANXA11	3230000	2930000	3130000	2720000	3220000	2710000	5450000	5620000	5390000	7110000	7140000	6850000
P07355	ANXA2	11600000	10700000	9930000	8720000	10600000	9830000	17200000	19700000	22800000	25600000	23900000	27700000
P12429	ANXA3	314406	343110	359477	317731	384448	352909	1480000	1470000	1410000	1970000	1970000	2050000
P09525	ANXA4	2510000	2790000	2510000	2450000	2660000	2420000	850886	817693	764985	1380000	1380000	1310000
P08758	ANXA5	3260000	3250000	3600000	3250000	3510000	3220000	4640000	4840000	4630000	6770000	6890000	6500000
P08133	ANXA6	1370000	1450000	1520000	1470000	1540000	1370000	476441	491303	498899	623354	584283	540459
P20073	ANXA7	2570000	2360000	2390000	2300000	2300000	2240000	4110000	4380000	4140000	4400000	4860000	4370000
Q63HQ0	AP1AR	NA	NA	NA	NA	NA	31310.2	NA	NA	55851.6	54913.8	15306.6	45814.2
Q10567	AP1B1	1660000	1690000	1720000	1690000	1680000	1630000	1310000	1350000	1300000	1350000	1400000	1580000
O43747	AP1G1	1470000	1370000	1380000	1420000	1340000	1450000	1410000	1310000	1430000	1150000	1170000	1330000
O75843	AP1G2	299889	288056	253878	318757	306719	292206	189630	140754	183322	151367	145025	195311
Q9BXS5	AP1M1	1800000	1690000	1780000	1860000	1490000	1790000	1800000	1770000	1870000	1740000	1840000	1660000
P61966	AP1S1	924567	936455	996562	1020000	919025	1090000	681952	674655	708770	655550	609905	716424
P56377	AP1S2	169899	167329	165102	155647	112053	149920	549952	580059	496283	515323	487618	453664
O95782	AP2A1	1510000	1450000	1430000	1460000	1310000	1370000	2700000	2570000	2630000	3050000	3050000	3060000
O94973	AP2A2	1310000	1270000	1350000	1350000	1220000	1180000	1200000	1110000	1200000	1380000	1400000	1390000
P63010	AP2B1	2280000	2200000	2220000	2230000	2300000	2110000	3670000	3620000	3730000	3410000	3710000	4180000
Q96CW1	AP2M1	2600000	2670000	2540000	2390000	2320000	2360000	3100000	3020000	3270000	3330000	3430000	3610000
P53680	AP2S1	1680000	1730000	2090000	2020000	1660000	2240000	2130000	2510000	2510000	2920000	2480000	2920000
O00203	AP3B1	1000000	1030000	1000000	1140000	901900	1020000	1440000	1330000	1390000	1220000	1220000	1390000
O14617	AP3D1	956509	1070000	1060000	1020000	844431	958686	1410000	1450000	1420000	1420000	1410000	1430000
Q9Y2T2	AP3M1	940731	956424	942999	859636	858475	906522	1270000	1260000	1240000	1180000	1130000	1230000
P53677	AP3M2	NA	NA	NA	NA	NA	NA	NA	56432.1	50619.9	70716.5	55619	28402.6
Q92572	AP3S1	1050000	1080000	1030000	962529	1010000	963181	718994	598125	857893	913081	851778	835978
P59780	AP3S2	NA	NA	NA	NA	NA	NA	54870.4	80417.2	102141	45524.2	51483.2	51363
Q9Y6B7	AP4B1	20225.3	24509.1	30877.8	26452.2	22912.7	37064.5	42042.7	36634.5	37854.4	32874	28668.2	28710.7
O00189	AP4M1	127553	54773.3	108231	132091	110461	56005.2	85238	68507.1	65017.8	84535.6	96373.8	91959.4
Q9Y587	AP4S1	66942.3	52759.5	34718.3	62739.6	45801.1	53779.9	54918.6	48929.5	28353.6	76190.4	63119.8	47639.5
Q2VPB7	AP5B1	NA	NA	NA	NA	NA	NA	165088	156455	144472	87164.4	143335	147318
Q9NUS5	AP5S1	NA	NA	NA	NA	NA	NA	98635.9	52732	40820.5	110672	101265	121475
O43299	AP5Z1	NA	NA	NA	NA	NA	NA	145499	155963	160564	197722	160196	190087
O14727	APAF1	386604	392918	434960	523069	291911	380631	187582	166441	125043	213666	155282	153125
Q7Z5R6	APBB1IP	584190	730175	647749	796239	746218	714133	NA	NA	NA	1050000	809869	1170000
Q92870	APBB2	NA	NA	NA	NA	NA	NA	6555.69	NA	NA	46263.5	31969.1	NA
P25054	APC	NA	NA	NA	NA	NA	NA	17925.6	26975.7	31753.5	23536.8	20772.7	20326.5
P13798	APEH	2870000	2770000	2950000	3050000	2980000	2650000	3730000	3940000	3720000	4080000	4040000	4210000
P27695	APEX1	4300000	4280000	4750000	3970000	4250000	4500000	4270000	4660000	4210000	5310000	5450000	4270000
Q96BI3	APH1A	160100	161135	182604	140098	155440	218132	121862	160795	161985	90017.1	132622	110602
Q9BZZ5	API5	4090000	3750000	3850000	3750000	3820000	3880000	3340000	3150000	3050000	3410000	3410000	3780000
Q96GX9	APIP	305138	293260	490670	407313	342768	259464	1110000	1090000	1120000	1340000	1560000	932633
Q8N2Z9	APITD1	NA	NA	NA	NA	NA	NA	132827	105691	73218.7	60632.8	54874.2	26313.4
Q06481	APLP2	NA	NA	25945.2	NA	49047.9	57725.8	150373	174753	162159	196266	191306	161288
Q9HDC9	APMAP	2380000	2080000	2230000	2330000	2050000	2150000	993013	891832	901638	880795	891987	1160000
P02647	APOA1	69042.4	371697	342662	311289	526163	397391	259280	206366	391612	194504	234311	437822
Q8NCW5	APOA1BP	1110000	1480000	1520000	866933	1490000	1400000	1840000	2060000	1900000	2440000	2540000	2760000
P04114	APOB	1210000	1190000	1170000	1550000	1300000	1280000	2340000	2270000	2420000	554595	565742	846226
Q9UH17	APOBEC3B	NA	NA	NA	NA	NA	NA	317207	339729	379199	260476	324931	315524
Q9NRW3	APOBEC3C	NA	NA	NA	NA	NA	NA	1430000	1750000	1650000	1620000	1910000	2010000
Q9HC16	APOBEC3G	NA	NA	NA	NA	NA	NA	86359	53893.5	85448.2	130783	97589.4	42306
Q0VD83	APOBR	NA	NA	NA	230652	NA	1240000	967397	1000000	1030000	795196	786773	682540
P02649	APOE	129632	107386	121984	NA	178417	110923	1480000	1450000	1330000	3760000	4340000	4240000
Q9BQE5	APOL2	NA	NA	NA	NA	NA	NA	103807	132130	166825	98215.1	62177.3	85120.4
Q9BUR5	APOO	888867	1010000	1000000	1170000	989258	964112	1110000	1150000	1040000	1270000	1290000	1350000
Q6UXV4	APOOL	477382	540377	465128	414566	483180	660795	402535	394106	453094	570143	621056	530242
Q9UKG1	APPL1	416859	359309	452932	448737	396556	423191	203333	261639	266822	317181	283712	365102
Q06481 ; Q8NEU8	APPL2	147609	119441	108581	143409	180139	121340	NA	NA	NA	93916	71769.5	83753
P07741	APRT	6060000	6270000	5510000	4120000	6100000	5550000	8840000	9120000	8360000	8860000	9010000	9760000
Q7Z2E3	APTX	NA	173669	103965	108819	91080.2	167243	204717	215582	212548	171991	152634	142402
O60306	AQR	1090000	1160000	1060000	1080000	1010000	1030000	776985	817292	792640	608384	604052	539926
P10398	ARAF	287342	293816	327690	356551	354759	293506	489271	454610	438527	316645	388889	493888
Q96P48	ARAP1	347518	395931	396308	493902	516861	392820	1260000	1240000	1250000	1280000	1210000	1190000
Q8WWN8	ARAP3	260887	329431	279819	268059	208647	297188	226813	227032	235188	193821	181615	170684
P48444	ARCN1	2270000	2210000	2200000	2310000	2230000	2090000	2540000	2510000	2520000	2290000	2290000	2160000
P84077	ARF1	477399	1250000	1080000	711232	887523	514565	620061	626469	1990000	NA	825364	840091
P18085	ARF4	663652	623105	670650	643958	610379	641701	1050000	1000000	1110000	937389	910130	1070000
P84085	ARF5	705047	790937	884034	754674	775477	649935	965101	874719	929461	824577	853456	1020000
P62330	ARF6	1700000	2020000	2280000	2190000	2200000	2050000	1300000	1260000	1180000	1170000	1160000	1320000
Q8N6T3 ; Q9NP61	ARFGAP1	370675	452896	495905	508285	535287	422207	578032	668739	583111	561377	535818	536326
Q8N6H7	ARFGAP2	2190000	2180000	2370000	2200000	2080000	1940000	2100000	2100000	1900000	1680000	1740000	1810000
Q9NP61	ARFGAP3	1130000	958386	869410	972138	878213	910832	915684	854568	972484	662363	677066	813164
Q9Y6D6	ARFGEF1	266249	302369	290811	329618	246779	314703	166278	217811	229743	187467	217672	204875
Q9Y6D5	ARFGEF2	171910	183312	160357	174838	163622	140085	106958	113966	121971	95016.5	131212	109152
P53367	ARFIP1	769391	739865	796446	740656	888303	721731	516503	578770	581851	371203	458398	448318
P53365	ARFIP2	421140	537742	345830	308005	436922	372771	115439	168380	183868	200098	132803	194352
Q13795	ARFRP1	253947	183484	243649	185541	249503	284214	128440	177991	233833	34246.2	97961.4	265708
P78540	ARG2	NA	NA	NA	NA	NA	NA	386117	397814	378918	424928	368054	426755
Q9NWB6	ARGLU1	877191	666955	835587	868912	892409	784050	552986	483158	484365	626710	400097	428115
Q07960	ARHGAP1	1840000	2010000	2010000	1940000	1890000	1860000	1310000	1300000	1320000	1360000	1430000	1390000
A1A4S6 ; Q5T5U3	ARHGAP10	147799	143441	169029	143983	182071	159205	NA	NA	NA	NA	NA	NA
Q6P4F7	ARHGAP11A	46987.4	37745.4	39391.7	NA	NA	27547.6	NA	24714.1	38330.2	NA	NA	NA
Q8IWW6	ARHGAP12	NA	NA	NA	NA	NA	NA	69514.4	NA	NA	32966.6	31429.3	NA
Q53QZ3	ARHGAP15	NA	NA	38700.5	NA	NA	NA	59681.5	66691.6	44320.5	57636.7	26627.1	33713.6
Q68EM7	ARHGAP17	1330000	1230000	1320000	1070000	1220000	1350000	631717	705038	645161	667881	771627	685830
Q8N392	ARHGAP18	302767	283501	235067	253634	286649	351880	446268	462875	462004	436728	396258	561180
Q5T5U3	ARHGAP21	NA	NA	57512.7	38670.9	47110.7	NA	50171.5	28972.7	45029.1	38925.4	36003	NA
P42331	ARHGAP25	270328	210914	290713	249530	261374	195055	133793	148777	111937	92701.9	102780	75853.4
Q9UNA1	ARHGAP26	222215	240628	240409	179517	229191	202454	NA	NA	NA	NA	NA	NA
Q9P2N2	ARHGAP28	97549.7	103095	106744	177234	98577.7	125607	NA	NA	NA	NA	NA	NA
Q7Z6I6	ARHGAP30	207598	224123	210902	219205	223313	201085	NA	NA	NA	NA	NA	NA
Q9NRY4	ARHGAP35	NA	NA	NA	NA	NA	NA	92143.2	92382.1	96767	139131	147196	113649
P98171	ARHGAP4	498357	515386	574808	428737	617593	520803	673042	676554	705535	835123	744749	824806
Q13017	ARHGAP5	267048	200050	196440	206932	278747	215151	289265	152194	NA	NA	NA	NA
O43182	ARHGAP6	731602	778977	800838	703437	811130	880168	356862	335541	340907	262017	277476	221273
Q9BRR9	ARHGAP9	577558	329481	446053	326178	304750	445598	138820	130659	130389	161189	113310	50921.1
P52565	ARHGDIA	4580000	4850000	4760000	3310000	4650000	4280000	2330000	3110000	3110000	2660000	3020000	3040000
P52566	ARHGDIB	16000000	15700000	14100000	13800000	15500000	15500000	1600000	1760000	1840000	1860000	1850000	1490000
Q92888	ARHGEF1	2200000	2250000	2330000	2330000	2470000	2300000	2240000	2400000	2340000	2240000	2370000	2170000
O15085	ARHGEF11	928182	922725	805025	NA	NA	824665	297590	252470	290207	256674	288503	216227
Q9NZN5	ARHGEF12	NA	NA	NA	NA	NA	NA	88378.4	94403	68765.4	87325.5	81865.5	103310
Q6ZSZ5	ARHGEF18	NA	NA	NA	NA	NA	NA	78539.9	121358	54276.2	60967.6	29336.2	69838.5
Q92974	ARHGEF2	1840000	1800000	1610000	1640000	1770000	1670000	2790000	2860000	2770000	1960000	1840000	1810000
Q8TER5	ARHGEF40	33837.2	110627	234444	236233	199013	218764	NA	NA	69801.5	NA	NA	NA
Q15052	ARHGEF6	696716	688572	625934	624272	618770	500067	400847	406123	365918	256948	224294	285281
Q14155	ARHGEF7	506558	475733	456971	408393	485370	370717	237574	167865	199765	243819	265409	266384
O14497	ARID1A	1110000	1310000	1140000	1140000	1160000	1090000	1100000	1140000	1130000	1360000	1250000	1050000
Q8NFD5	ARID1B	179382	153431	115393	112163	92299.5	119073	195331	168446	181185	276860	254650	231531
Q68CP9	ARID2	310662	373147	336340	336528	380082	329207	357780	359062	370975	369526	355316	317718
Q99856	ARID3A	109627	153814	185919	148200	151030	140831	798600	798000	963811	1130000	1190000	1150000
Q8IVW6	ARID3B	NA	NA	NA	NA	NA	NA	117479	133119	158658	169855	140827	155437
Q4LE39	ARID4B	99704.6	123992	NA	NA	NA	166730	92728.3	126493	103362	97041.7	84616.9	81863.8
Q9Y4X5	ARIH1	808479	759285	874523	702822	813131	775346	477424	558954	501956	616128	553852	510535
O95376	ARIH2	405084	427811	402855	342788	402727	419524	279375	321341	306841	327682	373901	305930
P40616	ARL1	1960000	2110000	1820000	2070000	1500000	2010000	2080000	1990000	2300000	1680000	1770000	1910000
Q8N8R7	ARL14EP	NA	NA	112667	NA	NA	115861	NA	67949.8	104656	85059.9	58545.1	42591.1
Q9NXU5	ARL15	145849	NA	81415.8	89212.7	NA	NA	437032	437847	403217	396987	291697	318026
P36404	ARL2	1360000	1260000	1350000	1430000	1420000	1320000	1050000	1090000	1060000	1180000	1120000	1070000
Q9Y2Y0	ARL2BP	227762	203874	215586	269412	206426	216127	335978	281482	345201	242206	382727	430841
P36405	ARL3	984283	930685	876001	870304	953567	892738	1020000	1050000	996271	1100000	1080000	1060000
Q9Y689	ARL5A	NA	NA	15300.7	NA	NA	NA	NA	65581	75188.9	26932.9	43182.1	71115.7
Q9H0F7	ARL6	109418	114298	95627	111894	80226.5	83037.7	NA	NA	NA	NA	NA	NA
Q15041	ARL6IP1	NA	NA	NA	NA	NA	NA	1180000	765612	1510000	1190000	1250000	943666
Q66PJ3	ARL6IP4	428504	NA	NA	NA	NA	163970	883127	930143	907875	988666	970548	968720
O75915	ARL6IP5	1230000	3390000	1180000	1620000	1260000	1510000	895173	956879	1080000	1710000	1470000	1430000
Q8N6S5	ARL6IP6	NA	NA	NA	NA	NA	NA	761512	703269	704662	841792	831153	839068
Q96BM9	ARL8A	359355	343539	398558	412921	333340	274942	430275	420185	349813	400847	440754	439151
Q9NVJ2	ARL8B	2050000	2460000	1970000	2740000	2090000	2320000	4120000	3850000	4010000	4400000	4610000	4930000
Q9NVT9	ARMC1	756920	693642	793187	729262	752126	747533	1290000	1380000	1280000	1170000	1440000	1240000
Q8N2F6	ARMC10	NA	NA	NA	NA	NA	NA	927350	906435	1000000	1120000	1090000	1210000
Q96C12	ARMC5	NA	NA	96790.3	145625	117549	101067	NA	NA	NA	NA	NA	NA
Q6NXE6	ARMC6	302069	388913	604956	460447	591455	525113	543668	523497	534935	387119	378644	413582
Q8IUR7	ARMC8	1060000	951632	1060000	1010000	982860	977283	762163	776695	698981	760763	810952	840794
Q9UH62	ARMCX3	NA	NA	NA	NA	NA	NA	371505	392623	385765	509782	519189	554748
Q9H993	ARMT1	210084	250377	242226	236114	310910	291081	673292	736738	773635	732376	749310	776464
P27540	ARNT	76955.6	49201.6	65651.8	61977.3	76576.2	99008.9	92997.8	105317	95473	135410	142374	113351
Q92747	ARPC1A	510467	964403	420090	311946	604150	645562	531913	487343	380595	NA	463752	NA
O15143	ARPC1B	5230000	5660000	5440000	5120000	5320000	5500000	2550000	2540000	2440000	2470000	2540000	2160000
O15144	ARPC2	6190000	6270000	6450000	5930000	6460000	6040000	2440000	2660000	2650000	2630000	2510000	2440000
O15145	ARPC3	4170000	4200000	4150000	3620000	4440000	5320000	2490000	2310000	1980000	2370000	2560000	2080000
O15511	ARPC5	5310000	5760000	6120000	4730000	5500000	7080000	2280000	2200000	1730000	1850000	2060000	2020000
Q9BPX5	ARPC5L	1860000	1740000	1810000	1740000	1750000	2100000	1890000	2020000	1800000	1510000	1450000	1410000
P56211	ARPP19	NA	237727	348743	439860	NA	623223	NA	NA	NA	NA	NA	NA
P36575	ARR3	145171	172089	121754	244117	231143	184576	399497	547107	492414	470080	389690	388026
P49407	ARRB1	314152	324390	337109	347451	340218	328804	766201	722506	731913	571468	651791	718930
P32121	ARRB2	402071	453440	508531	435937	495520	522518	39131.5	NA	34619.4	NA	44543.4	NA
Q8N5I2	ARRDC1	NA	368437	NA	120528	NA	299530	303335	245636	348864	332284	358043	505385
O43681 ; P15289	ARSA	NA	NA	40551.2	121689	NA	NA	176356	152484	171431	299740	309594	237053
P15848	ARSB	316255	311556	304548	315866	418209	355702	78158	50079.9	69979.7	61668.6	67355	62855
Q9H2C2	ARV1	NA	NA	NA	NA	NA	NA	127036	137532	187551	284476	229001	289566
O00192	ARVCF	NA	NA	NA	NA	NA	NA	41906.8	56958.7	46208.5	223369	227317	189530
Q13510	ASAH1	592377	644951	391901	872668	481238	537883	2000000	2020000	1810000	4470000	4470000	4230000
Q9ULH1	ASAP1	274297	331740	400337	310878	339909	342512	76465.9	82052.7	106883	150565	153592	125973
Q8TDY4	ASAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA	88212.1	105001	39308.7
Q9NWX5	ASB6	138238	191732	326207	105243	297549	135122	227405	231016	230810	267886	229525	214012
Q8N9N2	ASCC1	95134.8	180094	121263	180936	134641	154257	192556	193143	200390	131673	139027	153852
Q9H1I8	ASCC2	240141	312270	273863	304056	257001	279533	245872	236822	273426	185378	184083	219118
Q8N3C0	ASCC3	406777	439280	481834	428825	415350	416007	588088	557835	590047	455529	433320	490367
Q9Y294	ASF1A	535984	441216	426519	536544	470480	533798	586615	615215	617629	682447	740247	788288
Q9NVP2	ASF1B	1190000	1140000	1100000	987019	1100000	953654	410078	413499	382520	453433	505920	472376
Q9UBL3	ASH2L	786877	776804	736986	815122	775871	803707	1160000	1170000	1210000	1230000	1310000	1340000
P04424	ASL	2280000	2140000	2040000	1950000	1830000	1960000	1260000	1260000	1190000	1580000	1440000	1470000
O95671	ASMTL	NA	NA	NA	NA	NA	NA	409950	354643	444915	488060	503164	470011
O43681	ASNA1	2440000	2570000	2550000	2500000	2480000	2550000	2260000	2350000	2310000	2350000	2150000	2320000
P08243	ASNS	4960000	5520000	4790000	4920000	5130000	5300000	8320000	8580000	7860000	6070000	5900000	5600000
Q12797	ASPH	1980000	2240000	2170000	2330000	2180000	2280000	1000000	1010000	1030000	1230000	1030000	1150000
Q8IZT6	ASPM	NA	NA	NA	NA	NA	NA	340500	335109	308762	143264	153283	165414
Q9BZE9	ASPSCR1	436907	552359	488476	548984	523149	530554	349281	352848	313120	430457	466250	411615
Q7L266	ASRGL1	110276	173574	92424.8	49184.5	152755	168874	53327.1	39559.5	53730.4	110742	121094	127358
P00966	ASS1	393874	491908	445542	465539	518832	396050	239848	358787	226329	419839	393205	353470
Q9NVM9	ASUN	1280000	1340000	1290000	1200000	1290000	1200000	1080000	1070000	1090000	992841	964201	871355
Q8IXJ9	ASXL1	76092.2	59420.9	63130.9	65194.8	42019.3	59760.1	NA	NA	NA	NA	NA	NA
Q76L83	ASXL2	NA	43893.7	47013.3	52547.2	32235.2	35344.2	125848	132460	94383.6	119875	126964	118268
Q8NBU5	ATAD1	4370000	4120000	4160000	4140000	4280000	4180000	941508	953007	934475	739083	717940	772840
Q6PL18	ATAD2	2410000	2370000	2210000	2200000	2220000	2290000	2150000	2130000	2090000	1250000	1210000	1290000
Q9ULI0	ATAD2B	5290000	5770000	6240000	6710000	5940000	4990000	7130000	6230000	6920000	7160000	6840000	6460000
Q9NVI7	ATAD3A	1580000	1640000	1200000	1250000	2460000	1490000	3230000	3090000	3350000	3890000	3970000	3510000
